id_number,Multi_Modal,With_Missing_Data,Uniform_0_10,Beta_Alpha2_Beta5,Log_Normal_Mean0_Sigma1,Right_Heavy_Int,Multi_Modal_Int
223,-2.0998988880285476,0.5676336842460262,3.1863211778480305,0.1018149983830378,0.8597088283509039,96.0,-2.0
224,-2.2173456275281795,0.9313544068718146,8.300978055346256,0.06650612681037268,2.1910351202608345,60.0,20.0
225,-1.8926390333148335,-0.3045709857830353,0.8285647327018827,0.29526790535350517,0.2266323129420364,92.0,17.0
226,-1.8162707601573491,1.433924125857825,9.91217145774652,0.5023543879057375,3.839526907420712,90.0,5.0
227,-2.0258861018694496,1.4590814522368574,7.77412934944727,0.33857124812052747,2.7689829276967264,97.0,10.0
228,-2.692201804220547,0.5233452459075529,4.091196208445067,0.22174894493080893,0.48085512231598887,90.0,13.0
229,-1.8427918877144598,-0.1710798891223419,0.2658768744909759,0.3367349807640011,0.8008057883121151,85.0,9.0
230,-2.398423926075851,,1.5666632590725844,0.18847645639985033,4.221169178144497,71.0,16.0
231,-2.3114548969057425,0.17069768574192035,9.297009243950956,0.14700720967028283,0.8803840695085858,86.0,26.0
232,-3.0292055694442976,0.4709044115555058,8.075866625550749,0.22559088170208388,4.970024363329554,80.0,10.0
233,-1.732980278216973,,5.3637010262012685,0.1239325797532827,0.44773707648466526,49.0,10.0
234,-1.01522194552789,-0.14078620699830555,4.006194425561507,0.18139351616987662,0.7856073512882482,2.0,25.0
235,-2.420108351530218,-0.1235109419079804,8.878200339793237,0.3244769330532571,1.7197166018129508,81.0,24.0
236,-2.554918058217907,-0.1316251657986872,5.035134337664064,0.4511340307208174,0.685273207558533,97.0,14.0
237,-2.56159528998716,1.2410802493132802,2.1307932196205135,0.07137855315605061,1.2266705930356563,91.0,22.0
238,-2.339556073771728,-0.9727368434499102,7.421372438611978,0.5291684201445489,0.456488553147237,97.0,15.0
239,-2.1027652608422343,-1.876975298417044,6.899529579874282,0.02488119337733164,1.0938937114757334,79.0,12.0
240,-1.5194867694157823,-1.5695273964300842,3.659445746940464,0.45221417973927597,2.1201284481938214,94.0,12.0
241,-2.7108892574900767,,0.34954845499854464,0.21333576469881652,0.15031898193008494,91.0,17.0
242,-2.7648995118258406,0.315205112404488,1.5947871365376698,0.4382366161573255,0.3403411431962504,76.0,27.0
243,-1.957550157055646,1.233573565999664,6.432204748938859,0.03699677449153745,0.7246131074843007,96.0,17.0
244,-2.44318720374483,2.4045706912608886,8.541177797140683,0.08965213080050781,1.2276490505649569,89.0,11.0
245,-1.0995323598886757,-0.18305540608783136,2.3748770496259834,0.21865360146318752,1.235499028885566,88.0,22.0
246,-2.4971060968629932,1.030442566121741,3.414568761508241,0.1166381341685843,1.823565643155352,95.0,11.0
247,-1.4242195028376488,-0.6216855895154467,6.5138281542797545,0.3877828779326387,1.4008399719479516,93.0,12.0
248,-1.3055445032181967,1.2258157505446654,9.144183737749584,0.07426525748498564,1.7239202921073418,82.0,28.0
249,-1.0712311566740742,0.3152454456544094,9.71886858001891,0.27835086008480636,0.5263620339489804,97.0,19.0
250,2.825254939752561,,-0.019182722744387426,0.20945803457117293,0.9809154046964901,91.0,94.0
251,2.4241347020735566,,3.3338184192368208,0.5840398004058701,3.1624632550849405,91.0,86.0
252,3.067754700211553,0.6701892252122286,6.719603156540018,0.18579683946954312,0.41414432412604474,84.0,101.0
253,3.5320033558176718,0.4605900173630312,1.770484348622971,0.4904086556077659,1.8704448991988014,95.0,89.0
254,2.179140849251102,-0.37482044080520543,1.7412074833386584,0.4410223518902684,0.5654369704614715,96.0,80.0
